model,dtype,brand,brand_title,code,code_alias,model_name,ver_name,source_file
L32M6-ES,tv,mitv,小米,,,小米全面屏电视 Pro,E32S,mitv_cn
L43M5-ES,tv,mitv,小米,,,小米全面屏电视 Pro,E43S,mitv_cn
L55M5-ES,tv,mitv,小米,,,小米全面屏电视 Pro,E55S,mitv_cn
L65M5-ES,tv,mitv,小米,,,小米全面屏电视 Pro,E65S,mitv_cn
L75M5-ES,tv,mitv,小米,,,小米全面屏电视 Pro,E75S,mitv_cn
L55M5-AB,tv,mitv,小米,,,小米全面屏电视 Pro,小米电视 55 英寸 全面屏 PRO,mitv_cn
L65M5-4,tv,mitv,小米,,,小米全面屏电视 Pro,小米电视 65 英寸 全面屏 PRO,mitv_cn
L32M7-EA,tv,mitv,小米,,,小米电视 EA,32 2022,mitv_cn
L40M7-EA,tv,mitv,小米,,,小米电视 EA,40 2022,mitv_cn
L43M7-EA,tv,mitv,小米,,,小米电视 EA,43 2022,mitv_cn
L50M7-EA,tv,mitv,小米,,,小米电视 EA,50 2022,mitv_cn
L55M7-EA,tv,mitv,小米,,,小米电视 EA,55 2022,mitv_cn
L58M7-EA,tv,mitv,小米,,,小米电视 EA,58 2022,mitv_cn
L60M7-EA,tv,mitv,小米,,,小米电视 EA,60 2022,mitv_cn
L65M7-EA,tv,mitv,小米,,,小米电视 EA,65 2022,mitv_cn
L70M7-EA,tv,mitv,小米,,,小米电视 EA,70 2022,mitv_cn
L75M7-EA,tv,mitv,小米,,,小米电视 EA,75 2022,mitv_cn
L32MA-E,tv,mitv,小米,,,小米电视 EA,32 (2023),mitv_cn
L43MA-E,tv,mitv,小米,,,小米电视 EA,43 (2023),mitv_cn
L50MA-EA,tv,mitv,小米,,,小米电视 EA,50 (2023),mitv_cn
L55MA-EA,tv,mitv,小米,,,小米电视 EA,55 (2023),mitv_cn
L65MA-EA,tv,mitv,小米,,,小米电视 EA,65 (2023),mitv_cn
L70MA-EA,tv,mitv,小米,,,小米电视 EA,70 (2023),mitv_cn
L75MA-EA,tv,mitv,小米,,,小米电视 EA,75 (2023),mitv_cn
L55M9-EP,tv,mitv,小米,,,小米电视 EA Pro,55,mitv_cn
L55MA-EP,tv,mitv,小米,,,小米电视 EA Pro,55 高刷版,mitv_cn
L65M9-EP,tv,mitv,小米,,,小米电视 EA Pro,65,mitv_cn
L65MA-EP,tv,mitv,小米,,,小米电视 EA Pro,65 高刷版,mitv_cn
L75M9-EP,tv,mitv,小米,,,小米电视 EA Pro,75,mitv_cn
L75MA-EP,tv,mitv,小米,,,小米电视 EA Pro,75 高刷版,mitv_cn
L86M9-EP,tv,mitv,小米,,,小米电视 EA Pro,86,mitv_cn
L43M7-ES,tv,mitv,小米,,,小米电视 ES,43 2022,mitv_cn
L50M7-ES,tv,mitv,小米,,,小米电视 ES,50 2022,mitv_cn
L55M7-ES,tv,mitv,小米,,,小米电视 ES,55 2022,mitv_cn
L65M7-ES,tv,mitv,小米,,,小米电视 ES,65 2022,mitv_cn
L70M7-ES,tv,mitv,小米,,,小米电视 ES,70 2022,mitv_cn
L75M7-ES,tv,mitv,小米,,,小米电视 ES,75 2022,mitv_cn
L55M9-SP,tv,mitv,小米,,,小米电视 ES Pro,55,mitv_cn
L65M9-SP,tv,mitv,小米,,,小米电视 ES Pro,65,mitv_cn
L75M9-SP,tv,mitv,小米,,,小米电视 ES Pro,75,mitv_cn
L86M8-ES,tv,mitv,小米,,,小米电视 ES Pro,86,mitv_cn
L90M9-EP,tv,mitv,小米,,,小米电视 ES Pro,90,mitv_cn
L32MA-A,tv,mitv,小米,,,小米电视 A,32,mitv_cn
L43MA-A,tv,mitv,小米,,,小米电视 A,43,mitv_cn
L50MA-A,tv,mitv,小米,,,小米电视 A,50,mitv_cn
L55MA-A,tv,mitv,小米,,,小米电视 A,55,mitv_cn
L55MA-AC,tv,mitv,小米,,,小米电视 A,55 竞技版,mitv_cn
L65MA-A,tv,mitv,小米,,,小米电视 A,65,mitv_cn
L65MA-AC,tv,mitv,小米,,,小米电视 A,65 竞技版,mitv_cn
L70MA-A,tv,mitv,小米,,,小米电视 A,70,mitv_cn
L75MA-A,tv,mitv,小米,,,小米电视 A,75,mitv_cn
L75MA-AC,tv,mitv,小米,,,小米电视 A,75 竞技版,mitv_cn
L43MA-AP,tv,mitv,小米,,,小米电视 A Pro,43,mitv_cn
L55MA-AP,tv,mitv,小米,,,小米电视 A Pro,55,mitv_cn
L65MA-AP,tv,mitv,小米,,,小米电视 A Pro,65,mitv_cn
L75MA-AP,tv,mitv,小米,,,小米电视 A Pro,75,mitv_cn
L85RA-EP,tv,mitv,小米,,,小米电视 A Pro,85,mitv_cn
L55M9-S,tv,mitv,小米,,,小米电视 S,55,mitv_cn
L65M9-S,tv,mitv,小米,,,小米电视 S,65,mitv_cn
L75M9-S,tv,mitv,小米,,,小米电视 S,75,mitv_cn
L85MA-S,tv,mitv,小米,,,小米电视 S,85,mitv_cn
L55MA-SPL,tv,mitv,小米,N32,,小米电视 S Mini LED,55 Mini LED,mitv_cn
L65MA-SPL,tv,mitv,小米,N32,,小米电视 S Mini LED,65 Mini LED,mitv_cn
L75MA-SPL,tv,mitv,小米,N32,,小米电视 S Mini LED,75 Mini LED,mitv_cn
L85MA-SPL,tv,mitv,小米,N32,,小米电视 S Mini LED,85 Mini LED,mitv_cn
L55MB-S,tv,mitv,小米,O32,,小米电视 S Mini LED 2025,55 Mini LED 2025,mitv_cn
L65MB-S,tv,mitv,小米,O32,,小米电视 S Mini LED 2025,65 Mini LED 2025,mitv_cn
L75MB-S,tv,mitv,小米,O32,,小米电视 S Mini LED 2025,75 Mini LED 2025,mitv_cn
L85MB-S,tv,mitv,小米,O32,,小米电视 S Mini LED 2025,85 Mini LED 2025,mitv_cn
L98MB-S,tv,mitv,小米,O32,,小米电视 S Mini LED 2025,98 Mini LED 2025,mitv_cn
L55MC-S,tv,mitv,小米,,,小米电视 S Mini LED 2026,55 Mini LED 2026,mitv_cn
L55MC-SD,tv,mitv,小米,,,小米电视 S Mini LED 2026,55 Mini LED 2026 至尊版,mitv_cn
L65MC-S,tv,mitv,小米,,,小米电视 S Mini LED 2026,65 Mini LED 2026,mitv_cn
L65MC-SD,tv,mitv,小米,,,小米电视 S Mini LED 2026,65 Mini LED 2026 至尊版,mitv_cn
L75MC-S,tv,mitv,小米,,,小米电视 S Mini LED 2026,75 Mini LED 2026,mitv_cn
L75MC-SD,tv,mitv,小米,,,小米电视 S Mini LED 2026,75 Mini LED 2026 至尊版,mitv_cn
L85MC-S,tv,mitv,小米,,,小米电视 S Mini LED 2026,85 Mini LED 2026,mitv_cn
L85MC-SD,tv,mitv,小米,,,小米电视 S Mini LED 2026,85 Mini LED 2026 至尊版,mitv_cn
L100MC-S,tv,mitv,小米,,,小米电视 S Mini LED 2026,100 Mini LED 2026,mitv_cn
L100MC-SD,tv,mitv,小米,,,小米电视 S Mini LED 2026,100 Mini LED 2026 至尊版,mitv_cn
L65MA-SM,tv,mitv,小米,,,小米电视 S Pro,65 Mini LED,mitv_cn
L75MA-SM,tv,mitv,小米,,,小米电视 S Pro,75 Mini LED,mitv_cn
L85MA-SM,tv,mitv,小米,,,小米电视 S Pro,85 Mini LED,mitv_cn
L100MA-SP,tv,mitv,小米,,,小米电视 S Pro,100,mitv_cn
L65MB-SP,tv,mitv,小米,,,小米电视 S Pro Mini LED 2025,65 Mini LED 2025,mitv_cn
L75MB-SP,tv,mitv,小米,,,小米电视 S Pro Mini LED 2025,75 Mini LED 2025,mitv_cn
L85MB-SP,tv,mitv,小米,,,小米电视 S Pro Mini LED 2025,85 Mini LED 2025,mitv_cn
L100MB-SP,tv,mitv,小米,,,小米电视 S Pro Mini LED 2025,100 Mini LED 2025,mitv_cn
L65MC-SP,tv,mitv,小米,,,小米电视 S Pro Mini LED 2026,65 Mini LED 2026,mitv_cn
L75MC-SP,tv,mitv,小米,,,小米电视 S Pro Mini LED 2026,75 Mini LED 2026,mitv_cn
L85MC-SP,tv,mitv,小米,,,小米电视 S Pro Mini LED 2026,85 Mini LED 2026,mitv_cn
L98MC-SP,tv,mitv,小米,,,小米电视 S Pro Mini LED 2026,98 Mini LED 2026,mitv_cn
L65M5-BH,tv,mitv,小米,,,小米壁画电视,65 英寸,mitv_cn
L75M5-BH,tv,mitv,小米,,,小米壁画电视,75 英寸,mitv_cn
L55M6-TM,tv,mitv,小米,,,小米透明电视,55 英寸,mitv_cn
L65M5-OD,tv,mitv,小米,,,小米电视 大师系列,65 英寸 OLED,mitv_cn
O77M8-MAS,tv,mitv,小米,,,小米电视 大师系列,77 英寸 OLED,mitv_cn
L82M6-4K,tv,mitv,小米,,,小米电视 大师系列,82 英寸,mitv_cn
L82M6-8KP,tv,mitv,小米,,,小米电视 大师系列,82 英寸 至尊纪念版,mitv_cn
L86M9-MAS,tv,mitv,小米,,,小米电视 大师系列,86 英寸 Mini LED,mitv_cn
L55M8-SP,tv,mitv,小米,,,小米电子水牌,55 英寸,mitv_cn
L40M5-RA,tv,mitv,小米,,,Redmi 智能电视 A,红米电视 40 英寸 R40A,mitv_cn
L42R7-RA,tv,mitv,小米,,,Redmi 智能电视 A,42 英寸,mitv_cn
L70M5-RA,tv,mitv,小米,,,Redmi 智能电视 A,红米电视 70 英寸 R70A,mitv_cn
L32R6-A,tv,mitv,小米,,,Redmi 智能电视 A,32 (2020),mitv_cn
L43R6-A,tv,mitv,小米,,,Redmi 智能电视 A,43 (2020),mitv_cn
L50R6-A,tv,mitv,小米,,,Redmi 智能电视 A,50 (2020),mitv_cn
L55R6-A,tv,mitv,小米,,,Redmi 智能电视 A,55 (2020),mitv_cn
L65R6-A,tv,mitv,小米,,,Redmi 智能电视 A,65 (2020),mitv_cn
L32R8-A,tv,mitv,小米,,,Redmi 智能电视 A 2022,32 2022,mitv_cn
L43R8-A,tv,mitv,小米,,,Redmi 智能电视 A 2022,43 2022,mitv_cn
L50R8-A,tv,mitv,小米,,,Redmi 智能电视 A 2022,50 2022,mitv_cn
L55R8-A,tv,mitv,小米,,,Redmi 智能电视 A 2022,55 2022,mitv_cn
L58R8-A,tv,mitv,小米,,,Redmi 智能电视 A 2022,58 2022,mitv_cn
L65R8-A,tv,mitv,小米,,,Redmi 智能电视 A 2022,65 2022,mitv_cn
L70R8-A,tv,mitv,小米,,,Redmi 智能电视 A 2022,70 2022,mitv_cn
L75R8-A,tv,mitv,小米,,,Redmi 智能电视 A 2022,75 2022,mitv_cn
L32RA-RA,tv,mitv,小米,N39,,Redmi 智能电视 A 2024,32 2024,mitv_cn
L43RA-RA,tv,mitv,小米,N39,,Redmi 智能电视 A 2024,43 2024,mitv_cn
L50RA-RA,tv,mitv,小米,N39,,Redmi 智能电视 A 2024,50 2024,mitv_cn
L55RA-RA,tv,mitv,小米,N39,,Redmi 智能电视 A 2024,55 2024,mitv_cn
L65RA-RA,tv,mitv,小米,N39,,Redmi 智能电视 A 2024,65 2024,mitv_cn
L70RA-RA,tv,mitv,小米,N39,,Redmi 智能电视 A 2024,70 2024,mitv_cn
L75MA-RA,tv,mitv,小米,N39,,Redmi 智能电视 A 2024,75 2024,mitv_cn
L32RA-RA,tv,mitv,小米,O39,,Redmi 智能电视 A 2025,32 2025,mitv_cn
L43RA-RA,tv,mitv,小米,O39,,Redmi 智能电视 A 2025,43 2025,mitv_cn
L50RB-RA,tv,mitv,小米,O39,,Redmi 智能电视 A 2025,50 2025,mitv_cn
L55RB-RA,tv,mitv,小米,O39,,Redmi 智能电视 A 2025,55 2025,mitv_cn
L65RB-RA,tv,mitv,小米,O39,,Redmi 智能电视 A 2025,65 2025,mitv_cn
L70RB-RA,tv,mitv,小米,O39,,Redmi 智能电视 A 2025,70 2025,mitv_cn
L75MA-RA,tv,mitv,小米,O39,,Redmi 智能电视 A 2025,75 2025,mitv_cn
L32RA-RAE,tv,mitv,小米,O39,,REDMI 电视 A 2025,32 2025 节能版 (一级能效),mitv_cn
L43RA-RAE,tv,mitv,小米,O39,,REDMI 电视 A 2025,43 2025 节能版 (一级能效),mitv_cn
L50RB-RAE,tv,mitv,小米,O39,,REDMI 电视 A 2025,50 2025 节能版 (二级能效),mitv_cn
L50RB-RAD,tv,mitv,小米,O39,,REDMI 电视 A 2025,50 一级能效版,mitv_cn
L55RB-RAE,tv,mitv,小米,O39,,REDMI 电视 A 2025,55 2025 节能版 (一级能效),mitv_cn
L65RB-RAE,tv,mitv,小米,O39,,REDMI 电视 A 2025,65 2025 节能版 (一级能效),mitv_cn
L70RB-RAE,tv,mitv,小米,O39,,REDMI 电视 A 2025,70 2025 节能版 (一级能效),mitv_cn
L75MA-RAE,tv,mitv,小米,O39,,REDMI 电视 A 2025,75 2025 节能版 (一级能效),mitv_cn
L43RB-AP,tv,mitv,小米,,,Redmi 智能电视 A Pro,43,mitv_cn
L50RB-AP,tv,mitv,小米,,,Redmi 智能电视 A Pro,50 节能版 (二级能效),mitv_cn
L55RB-AP,tv,mitv,小米,,,Redmi 智能电视 A Pro,55 节能版 (二级能效),mitv_cn
L65RB-AP,tv,mitv,小米,,,Redmi 智能电视 A Pro,65 节能版 (二级能效),mitv_cn
L70RB-AP,tv,mitv,小米,,,Redmi 智能电视 A Pro,70 节能版 (二级能效),mitv_cn
L75RB-AP,tv,mitv,小米,,,Redmi 智能电视 A Pro,75 节能版 (一级能效),mitv_cn
L43RB-APE,tv,mitv,小米,,,REDMI 智能电视 A Pro 2025,43 2025 节能版 (二级能效),mitv_cn
L50RB-APE,tv,mitv,小米,,,REDMI 智能电视 A Pro 2025,50 2025 节能版 (二级能效),mitv_cn
L55RB-APE,tv,mitv,小米,,,REDMI 智能电视 A Pro 2025,55 2025 节能版 (二级能效),mitv_cn
L65RB-APE,tv,mitv,小米,,,REDMI 智能电视 A Pro 2025,65 2025 节能版 (二级能效),mitv_cn
L75RB-APE,tv,mitv,小米,,,REDMI 智能电视 A Pro 2025,75 2025 节能版 (一级能效),mitv_cn
L43RC-AP,tv,mitv,小米,,,REDMI 电视 A Pro 2025,43 2026,mitv_cn
L50RC-AP,tv,mitv,小米,,,REDMI 电视 A Pro 2025,50 2026,mitv_cn
L55RC-AP,tv,mitv,小米,,,REDMI 电视 A Pro 2025,55 2026,mitv_cn
L65RC-AP,tv,mitv,小米,,,REDMI 电视 A Pro 2025,65 2026,mitv_cn
L70RB-APD,tv,mitv,小米,,,REDMI 电视 A Pro 2025,70 2026,mitv_cn
L75RC-AP,tv,mitv,小米,,,REDMI 电视 A Pro 2025,75 2026,mitv_cn
L50M5-RK,tv,mitv,小米,,,Redmi 智能电视 X,50 (2020),mitv_cn
L55M5-RK,tv,mitv,小米,,,Redmi 智能电视 X,55 (2020),mitv_cn
L65M5-RK,tv,mitv,小米,,,Redmi 智能电视 X,65 (2020),mitv_cn
L50R8-X,tv,mitv,小米,,,Redmi 智能电视 X 2022,50 2022,mitv_cn
L55R8-X,tv,mitv,小米,,,Redmi 智能电视 X 2022,55 2022,mitv_cn
L65R8-X,tv,mitv,小米,,,Redmi 智能电视 X 2022,65 2022,mitv_cn
L75R8-X,tv,mitv,小米,,,Redmi 智能电视 X 2022,75 2022,mitv_cn
L85RA-RX,tv,mitv,小米,,,Redmi 智能电视 X 2022,85,mitv_cn
L86R9-X,tv,mitv,小米,,,Redmi 智能电视 X 2022,86,mitv_cn
L55RA-XT,tv,mitv,小米,,,Redmi 智能电视 XT,55T,mitv_cn
L65RA-XT,tv,mitv,小米,,,Redmi 智能电视 XT,65T,mitv_cn
L75RA-XT,tv,mitv,小米,,,Redmi 智能电视 XT,75T,mitv_cn
L55R9-XT,tv,mitv,小米,,,Redmi AI 智能电视 X,55,mitv_cn
L65R9-XT,tv,mitv,小米,,,Redmi AI 智能电视 X,65,mitv_cn
L75R9-XT,tv,mitv,小米,,,Redmi AI 智能电视 X,75,mitv_cn
L55MA-XT,tv,mitv,小米,,,Redmi AI 智能电视 X 2024,55 2024,mitv_cn
L65MA-XT,tv,mitv,小米,,,Redmi AI 智能电视 X 2024,65 2024,mitv_cn
L75MA-XT,tv,mitv,小米,,,Redmi AI 智能电视 X 2024,75 2024,mitv_cn
L55RB-XT,tv,mitv,小米,,,Redmi AI 智能电视 X 2025,55 2025,mitv_cn
L65RB-XT,tv,mitv,小米,,,Redmi AI 智能电视 X 2025,65 2025,mitv_cn
L75RB-XT,tv,mitv,小米,,,Redmi AI 智能电视 X 2025,75 2025,mitv_cn
L55RB-RX,tv,mitv,小米,,,Redmi 智能电视 X 2025,55 2025,mitv_cn
L65RB-RX,tv,mitv,小米,,,Redmi 智能电视 X 2025,65 2025,mitv_cn
L75RB-RX,tv,mitv,小米,,,Redmi 智能电视 X 2025,75 2025,mitv_cn
L85RB-RX,tv,mitv,小米,,,Redmi 智能电视 X 2025,85 2025,mitv_cn
L55RB-RXE,tv,mitv,小米,,,Redmi 电视 X 2025,55 2025 节能版 (二级能效),mitv_cn
L65RB-RXE,tv,mitv,小米,,,Redmi 电视 X 2025,65 2025 节能版 (二级能效),mitv_cn
L75RB-RXE,tv,mitv,小米,,,Redmi 电视 X 2025,75 2025 节能版 (一级能效),mitv_cn
L85RB-RXE,tv,mitv,小米,,,Redmi 电视 X 2025,85 2025 节能版 (一级能效),mitv_cn
L55RC-RX,tv,mitv,小米,,,REDMI 电视 X 2026,55 2026,mitv_cn
L65RC-RX,tv,mitv,小米,,,REDMI 电视 X 2026,65 2026,mitv_cn
L75RC-RX,tv,mitv,小米,,,REDMI 电视 X 2026,75 2026,mitv_cn
L85RC-RX,tv,mitv,小米,,,REDMI 电视 X 2026,85 2026,mitv_cn
L98RC-RX,tv,mitv,小米,,,REDMI 电视 X 2026,98 2026,mitv_cn
L65R9-XP,tv,mitv,小米,,,Redmi 智能电视 X Pro,65,mitv_cn
L75R9-XP,tv,mitv,小米,,,Redmi 智能电视 X Pro,75,mitv_cn
L85RA-RX,tv,mitv,小米,,,Redmi 智能电视 MAX,85 英寸,mitv_cn
L86R6-MAX,tv,mitv,小米,,,Redmi 智能电视 MAX,86 英寸,mitv_cn
L90R9-MAX,tv,mitv,小米,,,Redmi 智能电视 MAX,90 英寸,mitv_cn
L98M6-RK,tv,mitv,小米,,,Redmi 智能电视 MAX,98 英寸,mitv_cn
L100R8-MAX,tv,mitv,小米,,,Redmi 智能电视 MAX,100 英寸,mitv_cn
L85RB-MAX,tv,mitv,小米,N36,,Redmi 智能电视 MAX 2025,85 2025,mitv_cn
L85RB-MAXE,tv,mitv,小米,N36,,Redmi 智能电视 MAX 2025,电视 MAX 85 2025 节能版 (一级能效),mitv_cn
L100RA-MAX,tv,mitv,小米,N36,,Redmi 智能电视 MAX 2025,100 2025,mitv_cn
L100RA-MAXE,tv,mitv,小米,N36,,Redmi 智能电视 MAX 2025,电视 MAX 100 2025 节能版 (一级能效),mitv_cn
L85RC-MAXE,tv,mitv,小米,,,REDMI 电视 MAX 2026,85 一级能效版,mitv_cn
L85RC-AP,tv,mitv,小米,,,REDMI 电视 MAX 2026,85 2026,mitv_cn
L100RC-MAXE,tv,mitv,小米,,,REDMI 电视 MAX 2026,100 一级能效版,mitv_cn
L100RC-AP,tv,mitv,小米,,,REDMI 电视 MAX 2026,100 2026,mitv_cn
P27UDA-RGP,tv,mitv,小米,,,REDMI 显示器 G Pro 27U,,mitv_cn
P27UEA-RGP,tv,mitv,小米,,,REDMI 显示器 G Pro 27U 2026,,mitv_cn
P32UEA-RGP,tv,mitv,小米,,,REDMI 显示器 G Pro 32U 2026,,mitv_cn
MDZ-18-DA,tv_hub,mitv,小米,,,小米电视主机,,mitv_cn
MDZ-19-DA,tv_hub,mitv,小米,,,小米家庭影院,,mitv_cn
MDZ-05-AA,tv_hub,mitv,小米,,,小米盒子,,mitv_cn
MDZ-06-AA,tv_hub,mitv,小米,,,小米盒子,,mitv_cn
MDZ-06-AB,tv_hub,mitv,小米,,,小米盒子,,mitv_cn
MDZ-09-AA,tv_hub,mitv,小米,,,小米盒子,增强版 (iCNTV),mitv_cn
MDZ-09-AK,tv_hub,mitv,小米,,,小米盒子,增强版 (GITV),mitv_cn
MDZ-15-AA,tv_hub,mitv,小米,,,小米盒子,mini,mitv_cn
MDZ-16-AA,tv_hub,mitv,小米,,,小米盒子,3,mitv_cn
MDZ-16-AA,tv_hub,mitv,小米,,,小米盒子,3c,mitv_cn
MDZ-18-AA,tv_hub,mitv,小米,,,小米盒子,3 增强版,mitv_cn
MDZ-19-AA,tv_hub,mitv,小米,,,小米盒子,3s,mitv_cn
MDZ-21-AA,tv_hub,mitv,小米,,,小米盒子,4,mitv_cn
MDZ-20-AA,tv_hub,mitv,小米,,,小米盒子,4c,mitv_cn
MDZ-23-AA,tv_hub,mitv,小米,,,小米盒子,4 SE,mitv_cn
MDZ-25-AA,tv_hub,mitv,小米,,,小米盒子,4S,mitv_cn
MDZ-26-AA,tv_hub,mitv,小米,,,小米盒子,4S Pro,mitv_cn
MDZ-30-AA,tv_hub,mitv,小米,,,小米盒子,4S MAX,mitv_cn
MOB2MB-5P,tv_hub,mitv,小米,,,小米盒子,5,mitv_cn
MOB1MB-5M,tv_hub,mitv,小米,,,小米盒子,5 MAX,mitv_cn
L32M5-AI,tv,mitv,Xiaomi,,,Mi TV 4A,LED Smart TV 4A 32,mitv_global_en
L40M5-5AIN,tv,mitv,Xiaomi,,,Mi TV 4A,LED Smart TV 4A 40,mitv_global_en
L43M5-AI,tv,mitv,Xiaomi,,,Mi TV 4A,LED Smart TV 4A 43,mitv_global_en
L32M5-AL,tv,mitv,Xiaomi,,,Mi TV 4A,LED Smart TV 4A Pro 32,mitv_global_en
L43M5-AN,tv,mitv,Xiaomi,,,Mi TV 4A,LED Smart TV 4A Pro 43,mitv_global_en
L49M5-AN,tv,mitv,Xiaomi,,,Mi TV 4A,LED Smart TV 4A Pro 49,mitv_global_en
L32M6-EI,tv,mitv,Xiaomi,,,Mi TV 4A,32 Horizon,mitv_global_en
L40M6-EI,tv,mitv,Xiaomi,,,Mi TV 4A,40 Horizon,mitv_global_en
L43M6-EI,tv,mitv,Xiaomi,,,Mi TV 4A,43 Horizon,mitv_global_en
L55M5-AI,tv,mitv,Xiaomi,,,Mi TV 4,LED Smart TV 4 55,mitv_global_en
L55M5-AN,tv,mitv,Xiaomi,,,Mi TV 4,LED Smart TV 4 Pro 55,mitv_global_en
L32M6-INC,tv,mitv,Xiaomi,,,Mi TV 4C,32,mitv_global_en
L32M5-AN,tv,mitv,Xiaomi,,,Mi TV 4C,LED Smart TV 4C Pro 32,mitv_global_en
L43M6-INC,tv,mitv,Xiaomi,,,Mi TV 4C,LED TV 4C 43,mitv_global_en
L43M4-4AIN,tv,mitv,Xiaomi,,,Mi TV 4X,43,mitv_global_en
L50M5-5AIN,tv,mitv,Xiaomi,,,Mi TV 4X,50,mitv_global_en
L55M4-4XINA,tv,mitv,Xiaomi,,,Mi TV 4X,LED Smart TV 4X Pro 55,mitv_global_en
L55M5-5XIN,tv,mitv,Xiaomi,,,Mi TV 4X,55,mitv_global_en
L65M5-5SIN,tv,mitv,Xiaomi,,,Mi TV 4X,65,mitv_global_en
L43M6-ES,tv,mitv,Xiaomi,,,Mi TV 5X,43,mitv_global_en
L50M6-ES,tv,mitv,Xiaomi,,,Mi TV 5X,50,mitv_global_en
L55M6-ES,tv,mitv,Xiaomi,,,Mi TV 5X,55,mitv_global_en
L32M7-5AIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV 5A,32,mitv_global_en
L40M7-EAIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV 5A,40,mitv_global_en
L43M7-EAIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV 5A,43,mitv_global_en
L32M8-5AIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV A,32,mitv_global_en
L40M8-5AIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV A,40,mitv_global_en
L43M8-5AIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV A,43,mitv_global_en
L32MA-AIN,tv,mitv,Xiaomi,N39,,Xiaomi Smart TV A,32 2024,mitv_global_en
L43MA-AFIN,tv,mitv,Xiaomi,N39,,Xiaomi Smart TV A,43 2024,mitv_global_en
L43MA-AUIN,tv,mitv,Xiaomi,N39,,Xiaomi Smart TV A Pro,4K 43,mitv_global_en
L32MB-AIN,tv,mitv,Xiaomi,O39,,Xiaomi Smart TV A,32,mitv_global_en
L43MB-AFIN,tv,mitv,Xiaomi,O39,,Xiaomi Smart TV A,43 2025,mitv_global_en
L43M7-A2IN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X,43,mitv_global_en
L43M8-A2IN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X,43 2023,mitv_global_en
L50M7-A2IN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X,50,mitv_global_en
L50M8-A2IN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X,50 2023,mitv_global_en
L55M7-A2IN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X,55,mitv_global_en
L55M8-A2IN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X,55 2023,mitv_global_en
L65M8-A2IN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X,65 2023,mitv_global_en
L43MA-AUIN,tv,mitv,Xiaomi,N39,,Xiaomi Smart TV X,43 2024,mitv_global_en
L50MA-AUIN,tv,mitv,Xiaomi,N39,,Xiaomi Smart TV X,50 2024,mitv_global_en
L55MA-AIN,tv,mitv,Xiaomi,N39,,Xiaomi Smart TV X,55 2024,mitv_global_en
L43MB-AIN,tv,mitv,Xiaomi,O39,,Xiaomi 4K TV X,43,mitv_global_en
L50MB-AIN,tv,mitv,Xiaomi,O39,,Xiaomi 4K TV X,50,mitv_global_en
L55MB-AIN,tv,mitv,Xiaomi,O39,,Xiaomi 4K TV X,55,mitv_global_en
L32MB-FIN,tv,mitv,Xiaomi,O39,,Xiaomi Smart TV F,32,mitv_global_en
L43MB-FIN,tv,mitv,Xiaomi,O39,,Xiaomi 4K TV FX,43,mitv_global_en
L55MB-FIN,tv,mitv,Xiaomi,O39,,Xiaomi 4K TV FX,55,mitv_global_en
L55M6-EQG,tv,mitv,Xiaomi,,,Mi QLED TV,Q1 4K 55,mitv_global_en
L75M6-ESG,tv,mitv,Xiaomi,,,Mi QLED TV,Q1 75,mitv_global_en
L43M8-5XIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X Pro,43,mitv_global_en
L43MA-SIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X Pro,QLED Series 43,mitv_global_en
L50M8-5XIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X Pro,50,mitv_global_en
L55M8-5XIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X Pro,55,mitv_global_en
L55MA-SIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X Pro,QLED Series 55,mitv_global_en
L65MA-SIN,tv,mitv,Xiaomi,,,Xiaomi Smart TV X Pro,QLED Series 65,mitv_global_en
L32MB-APIN,tv,mitv,Xiaomi,,,Xiaomi QLED TV A Pro,32,mitv_global_en
L32MB-APIN,tv,mitv,Xiaomi,,,Xiaomi Smart QLED TV,G 32,mitv_global_en
L43MB-APIN,tv,mitv,Xiaomi,,,Xiaomi QLED TV X Pro,43 2025,mitv_global_en
L55MB-APIN,tv,mitv,Xiaomi,,,Xiaomi QLED TV X Pro,55 2025,mitv_global_en
L65MB-APIN,tv,mitv,Xiaomi,,,Xiaomi QLED TV X Pro,65 2025,mitv_global_en
L75MB-APIN,tv,mitv,Xiaomi,,,Xiaomi QLED TV X Pro,75 2026,mitv_global_en
L43MB-FPIN,tv,mitv,Xiaomi,,,Xiaomi QLED TV FX Pro,43,mitv_global_en
